,Price,Strap_color,Size_fits,Brand_Name,Screen_Size,Calling_System
885,1333,Multicolor Strap, Free Size,Veritas Enterprises,,No
886,2499,Black Strap, Free Size,Inbase FIT,1.78,No
887,2499,Space Grey Strap, Free Size,Urban FIT,1.78,Yes
888,711,Black Strap, 1.99,Melbon T800,,No
889,379,Black Strap, Free,Ykarn Trades,,No
890,2270,Silver Strap, Regular,AXL CZAR,1.81,No
891,1999,Black Strap, Free Size,Inbase Urban,1.7,Yes
892,649,Black Strap, Free Size,ROBB STARK,1.69,Yes
893,875,Gold Strap, Free Size,TECHMAZE Golden,,No
894,699,Regal Strap, ALL,RICH POLO,,No
895,590,Black Strap, Free Size,Yash Enterprises,,No
896,1399,Black Strap, Standard,TXOR WAVE,,No
897,1999,Black Strap, Free Size,Urban Revolt,,Yes
898,1699,Grey Strap, Free Size,Gamesir Active,,No
899,759,Orange, Free size (Adjustable strap),EverydayEssentials T900,,No
900,2499,Blue Orange Strap, Free Size,Urban Zippy,,No
901,2499,White Green Strap, Free Size,Urban Zippy,,No
902,584,Black Strap, Free,Twixxle T500,,No
903,533,Orange Strap, Free,YAROH NMM_496A_T800,,No
904,299,Black Strap, Regular,MVS Digital,,No
905,898,Gold, Free Size,Nikki Trades,,No
906,2499,Pink Pink Strap, Free Size,Urban Zippy,,No
907,3999,Brown Strap, Free Size,Urban Fit,1.38,No
908,397,Black Strap, Free,VIGIL ID116,1.3,No
909,1499,Multicolour Strap, 49,OXILAG Combo,,No
910,2136,Black, Free Size,Voods V,2.01,No
911,2041,Grey, Free Size,Voods V,1.85,Yes
912,949,Golden Strap, 49,OXILAG Golden,2.19,No
913,699,Black Strap, Free Size,BOOMLY T800,,No
914,691,Black Strap, 1.75,Priyansh I7,,No
915,1599,Multicolor Strap, Free Size,Gamesir H20,,No
916,1999,Black Strap, Free Size,"PLAYFIT STRENGTH,",,No
917,664,BLACK Strap, Free Size,Wyltron T55,,No
918,599,Silver Strap, FREE,NIKHILX XS8,,No
919,2745,Multicolor Strap, 49,SHIVMYRA Upgraded,,No
920,1299,Black Strap, Free Size,Boult Drift,1.69,Yes
921,1399,Jet Black Strap, Free Size,Boult Drift+,1.85,Yes
922,7999,Black Strap, Free,Turet GPS,,No
923,699,Black Strap, Free Size,maxphony T800,,No
924,699,black Strap, Free Size,SAMSTAR COLLECTION,,No
925,849,Gold Strap, 2.0 INCH DISPLAY,MTR AVATAR,,No
926,1399,Black Coffee Strap, Free Size,Boult Drift+,1.85,Yes
927,1299,Green Strap, Free Size,Boult Drift,1.69,Yes
928,0,Black Strap, Free Size,Unique Collection,,Yes
929,963,Orange Strap, Free Size,RECTITUDE T900,2.09,No
930,1299,Sand Black Strap, Free Size,Boult Drift,1.69,Yes
931,1999,Chrome Rig Strap, Free Size,Boult CrownR,1.43,Yes
932,499,Green Strap, All,iSmart 25,,No
933,569,Black Strap, FREE SIZE,TIGFANTER T800,,No
934,795,Black Strap, free,Raysx Smartwatch,,No
935,0,Black Strap, Free,TAXTURE Premium,,Yes
936,1399,Peach fuzz Strap, Free Size,Boult Drift+,1.85,Yes
937,1399,Chrome Strap, Free Size,Boult Drift+,1.85,Yes
938,849,Black Strap, Free size,ALONZO A1,,No
939,1779,White Strap, Free Size,PS COLLECTION,,No
940,1299,Cream Strap, Free Size,Boult Striker,,Yes
941,1399,Gunmetal Strap, Free Size,Boult Drift,1.69,Yes
942,1599,Gold Strap, 1,iSmart 17,,No
943,879,Brown Strap, Regular,SD SD,,No
944,999,Brown Strap, Regular,IBS GOLDEN,,No
945,551,Black Strap, Free Size,TECHMAZE T500,,Yes
946,2499,Black Strap, Free Size,Inbase FIT,1.78,No
947,2499,Space Grey Strap, Free Size,Urban FIT,1.78,Yes
948,664,Orange Strap, Free Size,firetouch T800,,No
949,2394,Black Strap, FREE SIZE,FUK Wave,,No
950,2270,Silver Strap, Regular,AXL CZAR,1.81,No
951,1999,Black Strap, Free Size,Inbase Urban,1.7,Yes
952,327,MULTICOLOR Strap, KIDS,KYOKA Led,,No
953,367,Pink Strap, M,Time Up,,No
954,639,Black Strap, For All,FLIPZONE T800,,No
955,0,Black Strap, Free Size,TECHMAZE T500,,Yes
956,1399,Black Strap, Standard,TXOR WAVE,,No
957,1999,Black Strap, Free Size,Urban Revolt,,Yes
958,740,Orange Strap, For All,NSP STORE,,No
959,699,Black Strap, Free Size,maxphony T800,,No
960,1299,Black Strap, Free Size,Boult Drift,1.69,Yes
961,1399,Jet Black Strap, Free Size,Boult Drift+,1.85,Yes
962,7999,Pink Strap, Free,Turet Smart,,No
963,1389,Pink Strap, Free Size,VYGHA COLLECTION,,Yes
964,479,Black Strap, FREE SIZE,KPM IDS116,,No
965,649,Black Strap, Free Size,TECHMAZE T500,,Yes
966,1399,Black Coffee Strap, Free Size,Boult Drift+,1.85,Yes
967,1299,Green Strap, Free Size,Boult Drift,1.69,Yes
968,1699,Pink Strap, Free Size,PS COLLECTION,,No
969,329,MULTICOLOR Strap, KIDS,windexa Led,,No
970,1399,Black Strap, Free Size,Boult Crown,1.95,Yes
971,1299,Sand Black Strap, Free Size,Boult Drift,1.69,Yes
972,0,Black Strap, Free Size,ROBB STARK,,No
973,1749,White Strap, Free Size,PS COLLECTION,,No
974,0,Black Strap, Free Size,TECHMAZE T500,,Yes
975,664,Black Strap, Free Size,maxphony T800,,No
976,1499,Silver Strap, Free Size,Boult Crown,1.95,Yes
977,1999,Chrome Rig Strap, Free Size,Boult CrownR,1.43,Yes
978,879,Black Strap, Regular,Ocean I,,No
979,740,white Strap, Free Size,SAMSTAR COLLECTION,,No
980,1399,Peach fuzz Strap, Free Size,Boult Drift+,1.85,Yes
981,1399,Chrome Strap, Free Size,Boult Drift+,1.85,Yes
982,879,Brown Strap, Regular,Shan SHN-,,No
983,1889,Grey Strap, Free Size,Rat Bold,,Yes
984,999,Black Strap, 1,iSmart Women,,No
985,879,Gold Strap, Regular,DEEP GLOBAL,,No
986,1299,Cream Strap, Free Size,Boult Striker,,Yes
987,1399,Yellow Strap, Free Size,Boult Crown,1.95,Yes
988,699,Orange Strap, Free Size,maxphony T800,,No
989,879,Black Strap, Regular,WOKIT WKT-,,No
990,1399,Gunmetal Strap, Free Size,Boult Drift,1.69,Yes
991,1699,Jet Black Strap, Free Size,Boult CrownX,2.0,Yes
992,1549,Black Strap, Free Size,PS COLLECTION,,No
993,549,black Strap, Free Size,SAMSTAR COLLECTION,,No
994,699,Black Strap, Free Size,PLUS ORSON,,No
995,329,MULTICOLOR Strap, KIDS,windexa Led,,No
996,2499,Black Strap, Free Size,Inbase FIT,1.78,No
997,2499,Space Grey Strap, Free Size,Urban FIT,1.78,Yes
998,879,Black Strap, Regular,Medulla MD,,No
999,699,Black Strap, Free Size,maxphony T800,,No
